PMID	Title	Authors	AuthorsFullName	AuthorsAffiliation	JournalTitleAbbreviation	JournalTitle	ISSN	PlaceofPublication	Abstract	keywords	MeSHTerms	Date	ArticleIdentifier   																																									
26577440	Primary gastric tuberculosis presenting as gastric outlet obstruction: a case report and review of the literature.	Arabi NA;Musaad AM;Ahmed EE;Ibnouf MM;Abdelaziz MS	"Arabi, Nassir Alhaboob;Musaad, Abdulmagid M;Ahmed, Elsaggad Eltayeb;Ibnouf, Mohammed M A M;Abdelaziz, Muataz Salah Eldin"	"Department of GI Surgery, Ibn Sina hospital, Khartoum, Sudan. nassir_alhaboob@yahoo.com.;Department of GI surgery, Ibn sina Specialized hospital, Khartoum, Sudan. nassir_alhaboob@yahoo.com.;Department of GI surgery, Ibn sina Specialized hospital, Khartoum, Sudan. Magid777@hotmail.com.;Department of GI surgery, Ibn sina Specialized hospital, Khartoum, Sudan. sagadgady@yahoo.com.;Department of GI surgery, Ibn sina Specialized hospital, Khartoum, Sudan. Ibn3ouf@gmail.com.;Department of GI surgery, Ibn sina Specialized hospital, Khartoum, Sudan. abdelazizmuataz@hotmail.com."	J Med Case Rep	Journal of medical case reports	1752-1947 (Electronic) 1752-1947 (Linking)	England	"INTRODUCTION: Tuberculosis is a major health problem worldwide. Sudan has high burden of tuberculosis (TB) with a prevalence of 209 cases per 100,000 of the population and it is commonly presented with pulmonary disease but involvement of the gastrointestinal tract is not uncommon. Abdominal tuberculosis comprises about 1-3 % of all cases of tuberculosis and about 12% of extrapulmonary tuberculosis. It involves the ileocecal region, but involvement of stomach and duodenum are rare sites. Here we present an unusual case of gastric outlet obstruction due to gastric tuberculosis. CASE PRESENTATION: A 54-year-old Sudanese man presented with a non-bile stain persistent projectile vomiting, and epigastric pain for two years associated with marked loss of weight. There is no fever or cough. He was on antacid, physical examination showed BMI 18 and stable vital signs. He was not pale or jaundiced, there was no cervical lymphadenopathy and chest was clear. Abdominal examination was normal apart of positive succussion splash. The results of haematological tests were normal, ESR was 30 mm/hr, hepatitis B, C and HIV were negative. Upper gastrointestinal endoscopy showed that the stomach was full of fluid and food particles and ulcerated mass in the pylorus extended to the proximal part of the duodenum with severe narrowing of the pylorus. The lesion biopsied and the result revealed active inflammatory cells, cryptitis and multiple lymphoid follicles, no malignancy seen. Sonographic test showed hypodense pyloric mass, enlarged para-aortic and mesenteric lymph nodes and mild pelvic ascites. A computed tomography scan of the abdomen and pelvis showed antral hypodense lesions multiple mesenteric lymphadenopathies peritoneal thickening and ascites. Chest X-ray was normal. Intra-operative findings were dilated stomach and pylorus mass with multiple mesenteric lymph nodes, peritoneal and omental seedlings all over with small nodules on the surface of the liver, gastro-jejunostomy was done. Histopathology confirmed the diagnosis of abdominal tuberculosis. Postoperative event was uneventful. Patient received anti-tuberculous. CONCLUSIONS: Here we presented an unusual case of gastric outlet obstruction due to primary gastric tuberculosis, patient underwent surgery to relief his symptoms and received anti-tuberculous."		"Abdomen/surgery;Gastric Outlet Obstruction/*etiology/surgery;Humans;Lymphatic Diseases/diagnostic imaging;Male;Middle Aged;Radiography, Abdominal;Stomach/*microbiology/*pathology;Tomography, X-Ray Computed;Tuberculosis/*diagnosis"	2015	10.1186/s13256-015-0748-8 																																									

33628647	Retroperitoneal Liposarcoma Presenting With Malignant Gastric Outlet Obstruction and Acute Pancreatitis: A Case Report.	Recinos LM;Mohapatra S;Santharaman A;Patel N;Broder A	"Recinos, Luisa M;Mohapatra, Sonmoon;Santharaman, Aadhithyaraman;Patel, Neil;Broder, Arkady"	"Department of Internal Medicine, Saint Peter's University Hospital/Rutgers Robert Wood Johnson School of Medicine, New Brunswick, USA.;Division of Gastroenterology and Hepatology, Saint Peter's University Hospital/Rutgers Robert Wood Johnson School of Medicine, New Brunswick, USA.;Department of Internal Medicine, Saint Peter's University Hospital/Rutgers Robert Wood Johnson School of Medicine, New Brunswick, USA.;Cell Biology and Neuroscience, Rutgers University, New Brunswick, USA.;Division of Gastroenterology and Hepatology, Saint Peter's University Hospital/Rutgers Robert Wood Johnson School of Medicine, New Brunswick, USA."	Cureus	Cureus	2168-8184 (Print) 2168-8184 (Linking)	United States	"Dedifferentiated liposarcomas (DDLPS) are rare, high-grade malignancies that usually originate in the retroperitoneum. Frequently, they present as asymptomatic masses, abdominal distention, abdominal pain, and weight loss. They tend to grow significantly and are usually large in size at the time of diagnosis. Surgical resection is the mainstay of treatment; however, local recurrence is common. When unresectable, they can invade local structures and produce a significant mass effect on the adjacent organs. Here we present the first case of malignant gastric outlet obstruction (MGOO) and acute pancreatitis from a retroperitoneal DDLPS."	�acute pancreatitis; dedifferentiated liposarcoma; duodenal obstruction; duodenal stent; malignant gastric outlet obstruction; retroperitoneal liposarcoma.		2021	10.7759/cureus.12775 																																									

33532051	Metastatic renal cell carcinoma presenting as jaundice with biliary and gastric outlet obstruction. A case report.	Iqbal R;Wiadji E	"Iqbal, Ramiz;Wiadji, Elvina"	"Department of Surgery, John Hunter Hospital, Newcastle, New South Wales, Australia.;Department of Surgery, John Hunter Hospital, Newcastle, New South Wales, Australia."	J Surg Case Rep	Journal of surgical case reports	2042-8812 (Print) 2042-8812 (Linking)	England	"Renal cell carcinoma (RCC) can be an aggressive malignancy that has a propensity to spread to atypical locations, most commonly to lung, bone, lymph node. RCC presenting as obstructive jaundice with gastric outlet obstruction has rarely been cited in literature. This study presents a case of advanced RCC in a patient with obstructive jaundice and associated gastric outlet obstruction from a large right renal RCC with malignant retrocaval lymphadenopathy invading the duodenum and distal common bile duct. The patient underwent anterograde stenting of the biliary system via a percutaneous transhepatic cholangiography and an insertion of a duodenal stent. Immunotherapy was commenced and the patient was discharged home. This case highlights the importance of a multi-disciplinary team approach to the management of a complex surgical patient."			2021	10.1093/jscr/rjaa591 																																									

28783521	Paraduodenal pancreatitis as an uncommon cause of gastric outlet obstruction: A case report and review of the literature.	Larjani S;Bruckschwaiger VR;Stephens LA;James PD;Martel G;Mimeault R;Balaa FK;Bertens KA	"Larjani, Soroush;Bruckschwaiger, Vanessa R;Stephens, Leslie A;James, Paul D;Martel, Guillaume;Mimeault, Richard;Balaa, Fady K;Bertens, Kimberly A"	"Liver and Pancreas Unit, Division of General Surgery, The Ottawa Hospital, University of Ottawa, Ontario, Canada.;Liver and Pancreas Unit, Division of General Surgery, The Ottawa Hospital, University of Ottawa, Ontario, Canada.;Liver and Pancreas Unit, Division of General Surgery, The Ottawa Hospital, University of Ottawa, Ontario, Canada.;Division of Gastroenteretology, The Ottawa Hospital, University of Ottawa, Ontario, Canada.;Liver and Pancreas Unit, Division of General Surgery, The Ottawa Hospital, University of Ottawa, Ontario, Canada.;Liver and Pancreas Unit, Division of General Surgery, The Ottawa Hospital, University of Ottawa, Ontario, Canada.;Liver and Pancreas Unit, Division of General Surgery, The Ottawa Hospital, University of Ottawa, Ontario, Canada.;Liver and Pancreas Unit, Division of General Surgery, The Ottawa Hospital, University of Ottawa, Ontario, Canada. Electronic address: kbertens@toh.ca."	Int J Surg Case Rep	International journal of surgery case reports	2210-2612 (Print) 2210-2612 (Linking)	Netherlands	"INTRODUCTION: Paraduodenal pancreatitis (PP) is an under-recognized form of focal chronic or recurrent pancreatitis. Since PP presents with non-specific symptoms and shares radiological and histopathological features with other entities, it can be challenging to diagnose. PRESENTATION OF CASE REPORT: Herein, a case of a 64 year-old Caucasian male with PP presenting with recurrent gastric outlet obstruction (GOO) is detailed. Over the course of two years, he underwent multiple balloon dilatations for symptom management. His diagnostic course was complicated by inconclusive and misleading biopsies. CONCLUSION: PP can rarely present as GOO in otherwise asymptomatic patients. A preoperative pathologic diagnosis can be difficult to obtain, and in this case delayed definitive surgical management. The case is discussed in detail, and a concise review the current literature was undertaken."	�Case report; Cystic pancreatic heterotopic dystrophy; Duodenal stenosis; Groove pancreatitis; Paraduodenal pancreatits.		2017	10.1016/j.ijscr.2017.07.043 																																									

28608395	Gastric outlet obstruction secondary to parastomal hernia: case report and literature review.	Bull N;Chan DL;Ravindran P;Sano SD;White SI	"Bull, Nicholas;Chan, Daniel L;Ravindran, Praveen;Sano, Suzanne D;White, Stephen I"	"Department of Surgery, The Tweed Hospital, Tweed Heads, New South Wales, Australia.;Department of Surgery, The Tweed Hospital, Tweed Heads, New South Wales, Australia.;Faculty of Medicine, The University of New South Wales, Sydney, New South Wales, Australia.;Department of Surgery, The Tweed Hospital, Tweed Heads, New South Wales, Australia.;Department of Surgery, The Tweed Hospital, Tweed Heads, New South Wales, Australia.;Department of Surgery, The Tweed Hospital, Tweed Heads, New South Wales, Australia.;John Flynn Colorectal Centre, John Flynn Hospital, Tugun, Queensland, Australia."	ANZ J Surg	ANZ journal of surgery	1445-2197 (Electronic) 1445-1433 (Linking)	Australia			"Aged, 80 and over;Conversion to Open Surgery/methods;Female;Gastric Outlet Obstruction/diagnostic imaging/*etiology/*surgery;Humans;Incisional Hernia/*complications;Laparoscopy/methods;Laparotomy/methods;Ostomy/*adverse effects;Pain/diagnosis/etiology;Tomography, X-Ray Computed/methods;Treatment Outcome;Vomiting/diagnosis/etiology"	2019	10.1111/ans.14066 																																									

30173263	Vanek's tumor: a rare cause of gastric outlet obstruction. Case report and literature review.	Onisor DM;Boeriu AM;Mocan SL;Bartha JR;Coros MF;Dobru ED	"Onisor, Danusia Maria;Boeriu, Alina Mioara;Mocan, Simona Liliana;Bartha, Jeno Robert;Coros, Marius Florin;Dobru, Ecaterina Daniela"	"Department of Gastroenterology, University of Medicine and Pharmacy of Tirgu Mures, Romania "	Rom J Morphol Embryol	Romanian journal of morphology and embryology = Revue roumaine de morphologie et embryologie	2066-8279 (Electronic) 1220-0522 (Linking)	Romania	"Vanek's tumor or inflammatory fibroid polyp (IFP) is a rare submucosal, mesenchymal tumor of the digestive tract, of unknown etiology. We present an unusual case of a 62-year-old female patient, investigated for intermittent nausea, vomiting, abdominal pain and anemia. Narrow-band imaging (NBI) endoscopy showed a polypoid tumor with normal coverage mucosa prolapsing through the pylorus. The tumor was surgically removed. Histopathological (HP) examination revealed the presence of spindle cells with uniform nuclei exhibiting no mitotic activity. The inflammatory cells were predominantly represented by eosinophils. The vascular component was prominent suggesting a vascular lesion. We put emphasis on the presentation of this particular case because of its scarcity among the other types of gastric polyps, suspicion for features of malignancy, and the particularities of the clinical presentation, consisting of intermittent gastric outlet obstruction (""ball valve syndrome"") accompanied by weight loss and anemia. The differential diagnosis of other benign or malignant gastric lesions was based on endoscopic, computed tomography and HP aspects."		Female;Gastric Outlet Obstruction/*diagnosis/pathology/*surgery;Humans;Middle Aged	2018	 																																									

29692890	Management of a postbulbar duodenal ulcer and stricture causing gastric outlet obstruction: A case report.	Mirande MD;Mirande RA	"Mirande, Maxwell D;Mirande, Raul A"	"OMS II at Western University of Health Sciences, College of Osteopathic Medicine of the Pacific-Northwest, 200 Mullins Drive, Lebanon, OR 97355, United States.;Chairman of the Surgical Services Executive Committee, Department of General Surgery at Sky Lakes Medical Center, 2865 Daggett Ave, Klamath Falls, OR, United States."	Ann Med Surg (Lond)	Annals of medicine and surgery (2012)	2049-0801 (Print) 2049-0801 (Linking)	England	"Introduction: Peptic ulcer disease has significantly decreased over the past several decades making the need for definitive surgical intervention an infrequent occurrence. Presentation of Case: A 44-year-old Caucasian female was sent to the emergency department by her primary care physician for right upper quadrant abdominal pain which had been intermittent for the past two months but acutely worsened over the last five days. During this time, she was unable to tolerate oral intake with intractable nausea and vomiting. Upper GI endoscopy revealed a tight stricture in the second part of the duodenum and antral biopsy was Helicobacter pylori negative. Patient underwent two rounds of balloon dilation with short lived symptomatic relief. An open pylorus-preserving duodenal stricturoplasty using a Heineke-Mikulicz technique was then performed. The operation was successful and the patient has had no reoccurrence of her symptoms. Discussion: Gastric outlet obstruction is an uncommon complication of peptic ulcer disease in respect to chronic nonsteroidal anti-inflammatory drug use. The unique location of the patient's stricture and her desire to minimize post-operative GI alterations demanded a review of surgical options and identified the benefits of maintaining the patient's original anatomy versus choosing an extra-anatomic approach. Conclusion: This case presented a unique challenge and demonstrated the need for definitive surgical interventions in the treatment of peptic ulcer induced gastric outlet obstruction. This case adds support for the direct anatomic treatment of duodenal strictures when conservative measures fail and perhaps promotes further development of laparoscopic management of gastric outlet obstruction in the future."	�Duodenum; Gastric outlet obstruction; Peptic ulcer disease; Stricture; Stricturoplasty.		2018	10.1016/j.amsu.2018.03.017 																																									

32062123	"Giant phytobezoar, an unusual cause of gastric outlet obstruction: A case report with literature review."	Mahir S;Salih AM;Ahmed OF;Kakamad FH;Salih RQ;Mohammed SH;Usf DC;Hassan HA;Abdulla F	"Mahir, Sahir;Salih, Abdulwahid M;Ahmed, Okba F;Kakamad, Fahmi H;Salih, Rawezh Q;Mohammed, Shvan H;Usf, Drood C;Hassan, Hemn A;Abdulla, Fakher"	"Department of Surgery, Al-Jamhori Teaching Hospital, Mosul, Iraq.;University of Sulaimani, College of Medicine, Department of Surgery, Sulaimani, Kurdistan Region, Iraq.;Mosul Cardiac Center, Mousl, Iraq.;University of Sulaimani, College of Medicine, Department of Surgery, Sulaimani, Kurdistan Region, Iraq; Kscien Organization, Hamdi Str. Azadi Mall, Sulaimani, Kurdistan Region, Iraq. Electronic address: fahmi.hussein@univsul.edu.iq.;Kscien Organization, Hamdi Str. Azadi Mall, Sulaimani, Kurdistan Region, Iraq; Shar Medical Center, Laboratory Department, Ibrahem Pasha Street, Sulaimani, Kurdistan, Iraq.;Kscien Organization, Hamdi Str. Azadi Mall, Sulaimani, Kurdistan Region, Iraq; Chara Laboratory, Shahedan Street, Kalar, Kurdistan, Iraq.;Kscien Organization, Hamdi Str. Azadi Mall, Sulaimani, Kurdistan Region, Iraq.;Kscien Organization, Hamdi Str. Azadi Mall, Sulaimani, Kurdistan Region, Iraq.;Kscien Organization, Hamdi Str. Azadi Mall, Sulaimani, Kurdistan Region, Iraq."	Int J Surg Case Rep	International journal of surgery case reports	2210-2612 (Print) 2210-2612 (Linking)	Netherlands	"INTRODUCTION: Phytobezoar which is described as an undigested or incompletely digested food. It is an odd cause of gastric outlet obstruction (GOO). The aim of this study is to present and discuss a case of GOO caused by multiple giant bezoars. CASE REPORT: A 24-year-old female, presented with abdominal pain and vomiting (non-bilious) with negative past history. Examination and investigations revealed multiple giant bezoars requiring emergent surgical intervention. An exploratory laparotomy was conducted. Two giant bezoars were palpated in the stomach and removed through an anterior gastrotomy. DISCUSSION: Bezoars are regarded as rare benign causes of GOO. Bezoars can present with vomiting, nausea, and/or symptoms of GOO. Predisposing risk factors include delayed gastric emptying (as in case of diabetic mellitus) vagotomy, partial gastrectomy pyloroplasty, peptic ulcer disease, chronic gastritis, Crohn's disease, and carcinoma of the gastrointestinal tract. The current case had phytobezoar without any known risk factor. CONCLUSION: GOO caused by phytobezoar can occur in patients without history of previous gastric surgery or diabetes mellitus. Urgent laparotomy may be indicated."	�Bezoar; GOO; Gastric outlet obstruction; Gastrotomy; Giant; Phytobezoar.		2020	10.1016/j.ijscr.2020.02.012 																																									

33634429	Benign Blockage: Gastric Outlet Obstruction due to a Prolapsing Gastric Pedunculated Polyp-Case Report and Literature Review.	Zorzetti N;Lauro A;D'Andrea V;Ruffato A;Ferruzzi L;Antonacci N;Tranchino RM	"Zorzetti, N;Lauro, A;D'Andrea, V;Ruffato, A;Ferruzzi, L;Antonacci, N;Tranchino, R M"	"Department of General Surgery, ""Ospedale Civile Umberto I"", Lugo, Ravenna, Italy. noemi.zorzetti@gmail.com.;Department of Surgical Sciences, La Sapienza University, Rome, Italy.;Department of Surgical Sciences, La Sapienza University, Rome, Italy.;Department of General Surgery, ""Ospedale Civile Umberto I"", Lugo, Ravenna, Italy.;Department of General Surgery, ""Ospedale Civile Umberto I"", Lugo, Ravenna, Italy.;Department of General Surgery, ""Ospedale Civile Umberto I"", Lugo, Ravenna, Italy.;Department of General Surgery, ""Ospedale Civile Umberto I"", Lugo, Ravenna, Italy."	Dig Dis Sci	Digestive diseases and sciences	1573-2568 (Electronic) 0163-2116 (Linking)	United States		�Bowel obstruction; Duodenal bulb; Pedunculated gastric polyps; Prolapse; Valve effect.	"Aged, 80 and over;Duodenum/*diagnostic imaging/surgery;Female;Gastric Outlet Obstruction/*diagnostic imaging/etiology/surgery;Humans;Polyps/complications/*diagnostic imaging/surgery;*Prolapse;Stomach Neoplasms/complications/*diagnostic imaging/surgery"	2021	10.1007/s10620-021-06890-x 																																									

26408025	Case report of gastric outlet obstruction from metastatic lobular breast carcinoma.	Kim AH;Shellenberger MJ;Chen ZM;Li J	"Kim, Alexander H;Shellenberger, M Joshua;Chen, Zong Ming;Li, Jinhong"	"Geisinger Medical Center, 100 N. Academy Ave., Danville, PA, 17822, USA. ahkim@geisinger.edu.;Geisinger Medical Center, 100 N. Academy Ave., Danville, PA, 17822, USA. mjshellenberger@geisinger.edu.;Geisinger Medical Center, 100 N. Academy Ave., Danville, PA, 17822, USA. zechen@geisinger.edu.;Geisinger Medical Center, 100 N. Academy Ave., Danville, PA, 17822, USA. jli1@geisinger.edu."	BMC Gastroenterol	BMC gastroenterology	1471-230X (Electronic) 1471-230X (Linking)	England	"BACKGROUND: The most common malignancy to cause gastric outlet obstruction is primary gastric adenocarcinoma and it is followed by carcinoma of the pancreas and gallbladder. Herein, we report a case of gastric outlet obstruction secondary to metastatic lobular breast carcinoma. CASE PRESENTATION: Fifty-seven year old Caucasian female with recently diagnosed metastatic lobular breast carcinoma to skin was referred to gastroenterology for evaluation of dyspepsia and dysphagia. She has past medical history significant for acid reflux and Clostridium difficile colitis. Computed tomography of her abdomen showed diffused bowel wall thickening without evidence of bowel obstruction. Due to persistent abdominal pain, an upper endoscopy was performed. The upper endoscopy showed gastritis and gastric stenosis in the gastric antrum. These lesions were biopsied and dilated with a balloon dilator. The biopsy of the gastric antrum later showed a metastatic carcinoma of breast origin with typical tumor morphology and immune-phenotype. CONCLUSIONS: Differentiating metastatic breast carcinoma from primary gastric adenocarcinoma cannot be done using histological examination alone. Immunohistochemistry is needed to differentiate the two based on staining for estrogen and progesterone receptors. The presence of gross cystic disease fluid protein 15 is also suggestive of metastatic breast carcinoma. The stomach has a significant capacity to distend (up to 2-4 L of food) and malignant gastric outlet obstruction is often undetected clinically until a high-grade obstruction develops. Our case demonstrates valuable teaching point in terms of broadening our differentials for gastric outlet obstruction. When patients present with gastric outlet obstruction, both non-malignant and malignant causes of gastric outlet obstruction should be considered. Once adenocarcinoma has been determined to be the cause of gastric outlet obstruction, further immunohistochemistry is needed to differentiate breast carcinoma from other carcinomas."		"Breast Neoplasms/*pathology;Carcinoma, Lobular/pathology/*secondary;Deglutition Disorders/etiology;Dyspepsia/etiology;Female;Gastric Outlet Obstruction/*etiology;Humans;Middle Aged;Stomach Neoplasms/*secondary"	2015	10.1186/s12876-015-0350-y 																																									

32896684	"A rare case of proximal gastric outlet obstruction misdiagnosed as pancreatic invasive tumor, case report."	El-Helou E;Ghoussoub Y;Husseini H	"El-Helou, Etienne;Ghoussoub, Youssef;Husseini, Hikmat"	"Lebanese University, Faculty of Medical Sciences, Mount Lebanon, Lebanon. Electronic address: etienne-elhelou@hotmail.com.;Lebanese University, Faculty of Medical Sciences, Mount Lebanon, Lebanon. Electronic address: youssefghoussoub@icloud.com.;Saint Charles Hospital, Mount Lebanon, Lebanon. Electronic address: hikmath@yahoo.com."	Int J Surg Case Rep	International journal of surgery case reports	2210-2612 (Print) 2210-2612 (Linking)	Netherlands	"INTRODUCTION: This report is a case of proximal gastric outlet obstruction, misdiagnosed after esophagogastroduodenoscopy as invasive pancreatic malignancy. We report this case because of its rarity and to encourage physicians to take this etiology into consideration as part of differential diagnosis. PRESENTATION OF CASE: We present a case of 88 year-old lady presenting for 3 days history of post-prandial coffee ground vomiting associated with obstipation, misdiagnosed as pancreatic malignancy with duodenal invasion after outpatient gastroscopy. The proper diagnosis was confirmed by CT Scan which revealed the presence of large calculi with aerobilia and gastric stasis. Surgery done to extract two impacted large gallstone of 2x2x1 and 6x3.5x3cm followed by cholecystectomy, closure of fistulae, gastrojejunsotomy and vagotomy. DISCUSSION: Bouveret Syndrome is referred to as rare presentation of gastric outlet obstruction by passage of large gallstone through a fistula between the gallbladder and proximal gastrointestinal tract. It has a vague presentation, and can be misdiagnosed due to non-specific symptoms. The diagnosis is usually confirmed by a CT scan and it is treated surgically most of the time. CONCLUSION: Bouveret syndrome is a rare entity, and should be taken into consideration as a differential diagnosis in front of proximal gastric outlet obstruction."	�Bouveret syndrome; Case report; Gallbladder fistulae; Proximal gastric obstruction.		2020	10.1016/j.ijscr.2020.07.087 																																									

32669505	Cronkhite-Canada Syndrome Associated with Gastric Outlet Obstruction and Membranous Nephropathy: A Case Report and Review of the Literature.	Onozato Y;Sasaki Y;Abe Y;Yaoita T;Yagi M;Mizumoto N;Shoji M;Kon T;Sakai T;Ueno Y	"Onozato, Yusuke;Sasaki, Yu;Abe, Yasuhiko;Yaoita, Takao;Yagi, Makoto;Mizumoto, Naoko;Shoji, Masakuni;Kon, Takashi;Sakai, Takayuki;Ueno, Yoshiyuki"	"Department of Gastroenterology, Faculty of Medicine, Yamagata University, Japan.;Department of Gastroenterology, Faculty of Medicine, Yamagata University, Japan.;Division of Endoscopy, Yamagata University Hospital, Japan.;Department of Gastroenterology, Faculty of Medicine, Yamagata University, Japan.;Division of Endoscopy, Yamagata University Hospital, Japan.;Department of Gastroenterology, Faculty of Medicine, Yamagata University, Japan.;Department of Gastroenterology, Faculty of Medicine, Yamagata University, Japan.;Department of Gastroenterology, Faculty of Medicine, Yamagata University, Japan.;Department of Gastroenterology, Faculty of Medicine, Yamagata University, Japan.;Department of Gastroenterology, Faculty of Medicine, Yamagata University, Japan."	Intern Med	"Internal medicine (Tokyo, Japan)"	1349-7235 (Electronic) 0918-2918 (Linking)	Japan	"A 47-year-old man presented with dysgeusia, anorexia, and diarrhea. An endoscopic evaluation showed widespread gastrointestinal nodular inflammation and polyps. The pathological findings were consistent with Cronkhite-Canada Syndrome (CCS). Prednisolone therapy resulted in clinical improvement. However, CCS relapse complicated with gastric obstruction was observed during drug tapering. Although his symptoms disappeared after the reintroduction of steroids, he developed membranous nephritis. Additional cyclosporine A (CyA) treatment dramatically improved his proteinuria and residual gastrointestinal polyposis. The clinical symptoms resolved with steroid treatment, while CyA was effective for both CCS lesions and membranous nephropathy. CyA might therefore be a potential treatment option for CCS associated with membranous nephropathy."	�cyclosporine; gastric obstruction; membranous glomerulonephritis; prednisolone.	"*Gastric Outlet Obstruction;*Glomerulonephritis, Membranous/complications/diagnosis/drug therapy;Humans;*Intestinal Polyposis/complications/diagnosis/drug therapy;Male;Middle Aged;Neoplasm Recurrence, Local;Prednisolone/therapeutic use"	2020	10.2169/internalmedicine.5278-20 																																									

27150859	Gastric Outlet Obstruction--An Unexpected Complication during Coca-Cola Therapy for a Gastric Bezoar: A Case Report and Literature Review.	Lu L;Zhang XF	"Lu, Lei;Zhang, Xiao-Feng"	"Hangzhou First People's Hospital, Nanjing Medical University, China."	Intern Med	"Internal medicine (Tokyo, Japan)"	1349-7235 (Electronic) 0918-2918 (Linking)	Japan	"Gastric bezoars are concretions of undigested material, and Coca-Cola therapy is an easy, efficacious and safe approach for bezoar treatment. Gastric outlet obstruction due to a migratory gastric bezoar during Coca-Cola therapy is an uncommon presentation and, to the best of our knowledge, no cases have been previously reported. We herein describe one such case with no known predisposing factors that recovered via the endoscopic technique. A thorough literature search was performed, which yielded eight relevant patients from seven publications, all of who developed gastrointestinal obstruction during dissolution treatment and recovered uneventfully after surgical intervention. In conclusion, this potential complication should be kept in mind in the event that alternative treatment is necessary."		"Abdominal Pain/diagnostic imaging/etiology/*therapy;Aged, 80 and over;Bezoars/complications/diagnostic imaging/*therapy;*Carbonated Beverages/adverse effects;*Cola;Diospyros/*adverse effects;Endoscopy/adverse effects;Female;Gastric Outlet Obstruction/diagnostic imaging/etiology/*therapy;Humans;Radiography;Therapeutic Irrigation;Treatment Outcome"	2016	10.2169/internalmedicine.55.5567 																																									

31263641	Unusual Presentation of Gastric Outlet Obstruction Due to Breast Cancer Metastasis: A Case Report.	Mohy-Ud-Din N;Patek B;Dhawan M	"Mohy-Ud-Din, Nabeeha;Patek, Bonnie;Dhawan, Manish"	"Internal Medicine, Allegheny Health Network, Pittsburgh, USA.;Gastroenterology and Hepatology, Allegheny Health Network, Pittsburgh, USA.;Gastroenterology and Hepatology, Allegheny Health Network, Pittsburgh, USA."	Cureus	Cureus	2168-8184 (Print) 2168-8184 (Linking)	United States	"Gastric outlet obstruction can be caused by various pathologies, including peptic ulcer disease, gastric polyps, and malignancies. The incidence rate of breast cancer metastasis to the stomach is only 0.3%. We describe a rare case of an 83-year-old female with a remote history of breast cancer who presented with symptoms of nausea and vomiting. She underwent an upper endoscopy, and biopsies revealed chronic gastritis. However, when she presented for the second time with similar symptoms, she underwent endoscopic ultrasound (EUS)-guided biopsies, which clinched the diagnosis of breast cancer metastasis causing gastric outlet obstruction. This case describes the importance of keeping a wide differential diagnosis for the causes of gastric outlet obstruction and the significance of deeper EUS-guided biopsies if initial endoscopic biopsies are inconclusive."	�breast adenocarcinoma; endoscopic ultrasound; gastric outlet obstruction; upper gastrointestinal endoscopy.		2019	10.7759/cureus.4533 																																									

32100386	Gastric outlet obstruction due to a parastomal hernia: case report of a robotic-assisted laparoscopic surgery and literature review.	Anandan M;Roberts-Thomson J;Lynch C	"Anandan, Manoj;Roberts-Thomson, James;Lynch, Craig"	"Department of Surgery, North West Regional Hospital, Burnie, Tasmania, Australia.;Rural Clinical School, University of Tasmania, Burnie, Tasmania, Australia.;Department of Surgery, North West Regional Hospital, Burnie, Tasmania, Australia.;Rural Clinical School, University of Tasmania, Burnie, Tasmania, Australia.;Lower Gastrointestinal Service, Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia.;Cancer Specialists, Melbourne, Victoria, Australia.;General Surgery and Gastroenterology, Epworth Healthcare, Melbourne, Victoria, Australia.;The University of Melbourne, Melbourne, Victoria, Australia."	ANZ J Surg	ANZ journal of surgery	1445-2197 (Electronic) 1445-1433 (Linking)	Australia			"*Gastric Outlet Obstruction/diagnostic imaging/etiology/surgery;*Hernia, Ventral;Humans;*Incisional Hernia/etiology/surgery;*Laparoscopy;*Robotic Surgical Procedures;Surgical Mesh"	2020	10.1111/ans.15789 																																									

29643737	Ectopic Pancreas Causing Partial Gastric Outlet Obstruction: A Case Report and Review of Literature.	Sheshe AA;Yusuf I	"Sheshe, Abdurrahaman Abba;Yusuf, Ibrahim"	"Department of Surgery, Bayero University/Aminu Kano Teaching Hospital, Kano, Nigeria.;Department of Pathology, Bayero University/Aminu Kano Teaching Hospital, Kano, Nigeria."	Niger J Surg	Nigerian journal of surgery : official publication of the Nigerian Surgical Research Society	1117-6806 (Print) 1117-6806 (Linking)	India	"Ectopic pancreas is a rare cause of gastric outlet obstruction, perhaps rarer still among Africans. Although the entity is known, the diagnostic challenges are enormous, especially in the poor-resource environment. Gastric outlet obstruction resulting from ectopic pancreas in an adult is the first of its kind in our center. we, therefore, present this case to describe the challenges faced with diagnosis, treatment, and the lesson learned. Ectopic pancreas should be considered in the differential diagnosis of gastric outlet obstruction."	Ectopic; gastric; obstruction; outlet; pancreas		2018	10.4103/njs.NJS_27_17 																																									

